VIN,Vehicle SKU,SKU Description,Veh Production Date,Vehicle Dispatch Date,Sold to Dealer ID,DEALERNAME,CITY,DISTRICT,STATE1,CIRCLE,Latest battery replace Date,Latest Battery ,Flag,Replaced Count,Replaced Batteries,BIN CC,BIN Capacity,BIN BMS Supplier,BIN BMS Mfgr,BIN Cell part no,BIN Battery Config,BIN Pack Supplier,BINARY Data,BIN Mfg Date,BIN Assly Line,BIN Rev,Latest BIN Rev,Org BIN Age when Replaced,JC Date Org BIN Replaced,KMS Org BIN Replaced,JC Date Latest BIN Replaced,KMS L BIN Fitted,Charge Cycles Org BIN,Corrected BAL BIN,Mfg BIN (Chassis Master),Combine Barcode,EOL Date (Exit time),Cell supplier,Org,Corrected
MD2B35307RCE48558,00GL429U,CHETAK 2433 PREMIUM,06-09-2024,13-09-2024,12066C,Bala Bajaj (12066C),Baripada,Mayurbhanj,Odisha,East,Org batt,0006052310210125,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310210125,35EVA21ECEV1Z21C2COM020824083324,02-08-2024,EVA,16,13
MD2B35307RCE49385,00GL429S,CHETAK 2433 PREMIUM,06-09-2024,12-09-2024,13704,Gounder Auto Centre (13704),Namakkal,Salem,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35305RCE48607,00GL429V,CHETAK 2433 PREMIUM,06-09-2024,12-09-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,0006052310810225,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810225,35EVA27ECEVOZ21C2COM080824120923,08-08-2024,EVA,16,13
MD2B35303RCE49416,00GL429S,CHETAK 2433 PREMIUM,05-09-2024,12-09-2024,13704,Gounder Auto Centre (13704),Namakkal,Salem,Tamil Nadu,South,Org batt,0006052310310289,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,03-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310310289,#N/A,#N/A,#N/A,16,13
MD2B35304RCE49022,00GL429V,CHETAK 2433 PREMIUM,13-08-2024,18-09-2024,23139,#N/A,#N/A,#N/A,#N/A,#N/A,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,04-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV0Z21C2COM040824075436,04-08-2024,EVA,13,13
MD2B35302RCE49522,00GL429S,CHETAK 2433 PREMIUM,12-08-2024,22-08-2024,13232,CRYSTAL TRADELINKS(13232),MAPUSA,North Goa,Goa,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM070824075702,07-08-2024,EVA,13,13
MD2B35304RCE49537,00GL429S,CHETAK 2433 PREMIUM,12-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM070824144939,07-08-2024,EVA,13,13
MD2B35307RCE49564,00GL429S,CHETAK 2433 PREMIUM,12-08-2024,20-08-2024,13649,Sre Sakthi Care(13649),Erode,Erode,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM080824072818,08-08-2024,EVA,13,13
MD2B35301RCE49558,00GL429S,CHETAK 2433 PREMIUM,12-08-2024,31-08-2024,13721,Sri Meenakshi Bikes (13721),Karaikudi,Karur,Tamil Nadu,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35301RCE49155,00GL429V,CHETAK 2433 PREMIUM,12-08-2024,22-08-2024,13464,KVR AUTOMOBILES PVT LTD(13464),Perinthalmanna,Malapuram,Kerala,South,26-05-2025,0000065329A15619,Refurbished,1,0000065329A15619,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,258,24-04-2025,3891,24-04-2025,3891,78,6.05231E+12,6.05231E+12,35EVA27ECEVOZ20C2COM080824212108,09-08-2024,EVA,13,13
MD2B3530XRCE48702,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,30-08-2024,13554,SUPREME AUTO DEALERS PVT LTD (13554),Shimoga,Shimoga,Karnataka,South,19-10-2024,0000060523102100,Refurbished,1,0000060523102100,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,02-08-2024,1,Org,,,,,,,0,60523102100E0,60523102100E0,35EVA21ECEV1Z21C2COM020824072959,02-08-2024,EVA,13,13
MD2B3530XRCE48604,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,31-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,00060523108101E1,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,60523108101E1,00060523108101E1,35EVA27ECEVOZ20C2COM080824112315,08-08-2024,EVA,16,13
MD2B35306RCE49071,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,30-08-2024,13495,FRONTIER MOTORS(13495),JABALPUR,Raipur,Madhya Pradesh,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,05-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV0Z21C2COM050824095952,05-08-2024,EVA,13,13
MD2B35304RCE49649,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,06-09-2024,10937C,SRE SAKTHI CARE(10937C),Erode,Erode,Tamil Nadu,South,Org batt,0006052310610306,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610306,#N/A,#N/A,#N/A,16,13
MD2B35303RCE49528,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,26-08-2024,13559,KRISHNAA AUTOS(13559),Trichy,Tiruchirappalli,Tamil Nadu,South,Org batt,0006052310610341,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610341,#N/A,#N/A,#N/A,16,13
MD2B35301RCE49611,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,09-09-2024,13458,JAI AUTOS(13458),CHENNAI,Chennai,Tamil Nadu,South,Org batt,0006052310610350,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310610350,35EVA27ECEV0Z21C2COM060824133108,06-08-2024,EVA,16,13
MD2B35307RCE49452,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,31-08-2024,13650,Khivraj Motors (13650),Mysore,Mysore,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,06-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM060824193741,06-08-2024,EVA,13,13
MD2B35307RCE49449,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,22-08-2024,13574,VVC Motor Cycles (13574),Viakarabad,Vikarabad,Telangana,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA21ECEV1Z21C2COM060824213654,07-08-2024,EVA,13,13
MD2B35300RCE49521,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,27-08-2024,13232,CRYSTAL TRADELINKS(13232),MAPUSA,North Goa,Goa,South,Org batt,0006052310710217,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710217,35EVA27ECEVOZ21C2COM070824111134,07-08-2024,EVA,16,13
MD2B35302RCE49536,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13582,VKG BAJAJ(13582),Gulbarga,Gulbarga,Karnataka,South,Org batt,0006052310710269,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710269,#N/A,#N/A,#N/A,16,13
MD2B35309RCE49646,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13582,VKG BAJAJ(13582),Gulbarga,Gulbarga,Karnataka,South,Org batt,6.05231E+12,Refurb-No Repl BIN,2,000605231381029C|6052310710270,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,189,12-02-2025,2300,12-02-2025,2300,46,6.05231E+12,0006052310710270,#N/A,#N/A,#N/A,16,13
MD2B35300RCE49664,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,10-09-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,0006052310710276,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710276,35EVA27ECEVOZ21C2COM070824144034,07-08-2024,EVA,16,13
MD2B35309RCE49534,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,26-08-2024,13078,M/s Khivraj Motors(13078),BENGALURU,NULL,Karnataka,South,Org batt,0006052310710280,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710280,35EVA27ECEVOZ20C2COM070824150330,07-08-2024,EVA,16,13
MD2B35300RCE49535,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,31-08-2024,13678,Haroon Motors (13678),Mahabubnagar,Mahabub Nagar,Telangana,South,Org batt,0006052310710283,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710283,#N/A,#N/A,#N/A,16,13
MD2B35302RCE49648,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,25-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310710285,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710285,35EVA27ECEVOZ20C2COM070824140553,07-08-2024,EVA,16,13
MD2B35301RCE49513,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,28-08-2024,11794C,BADSHAH  BAJAJ (11794C),Ichalkaranji,Kolhapur,Maharashtra,West,Org batt,0006052310710290,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710290,#N/A,#N/A,#N/A,16,13
MD2B35300RCE49132,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,0006052310710292,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710292,35EVA27ECEVOZ21C2COM070824142723,07-08-2024,EVA,16,13
MD2B35307RCE49533,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,26-08-2024,13559,KRISHNAA AUTOS(13559),Trichy,Tiruchirappalli,Tamil Nadu,South,Org batt,0006052310710295,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,07-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310710295,35EVA27ECEVOZ20C2COM070824150227,07-08-2024,EVA,16,13
MD2B35300RCE49681,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,03-09-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,14-10-2024,00060523106101B0,Refurbished,1,00060523106101B0,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM070824221530,08-08-2024,EVA,13,13
MD2B3530XRCE49560,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,28-08-2024,11856C,KRISHNAA AUTOS(11856C),Trichy,Tiruchirappalli,Tamil Nadu,South,Org batt,0006052310810077,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810077,#N/A,#N/A,#N/A,16,13
MD2B35308RCE49590,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,15-05-2025,0000065329713709,Refurbished,2,0000065329713709|6052310810078,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,165,20-01-2025,6339,09-05-2025,6400,127,6.05231E+12,0006052310810078,35EVA27ECEVOZ20C2COM070824222608,08-08-2024,EVA,16,13
MD2B35306RCE49166,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,31-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310810084,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810084,35EVA27ECEVOZ20C2COM070824232553,08-08-2024,EVA,16,13
MD2B35300RCE49678,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,09-09-2024,13628,Jai Automobiles (13628),CHENNAI,Chennai,Tamil Nadu,South,27-11-2024,000605231051001C,Refurbished,1,000605231051001C,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810095,35EVA27ECEVOZ20C2COM070824223436,08-08-2024,EVA,16,13
MD2B35309RCE49680,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,05-09-2024,11781C,J.R. Enterprises (11781C),Keonjhar,Kendujhar,Odisha,East,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35303RCE49674,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,28-08-2024,13473,ROYAL MOTORS(13473),Dhule,Dhule,Maharashtra,West,Org batt,0006052310810132,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810132,35EVA27ECEVOZ21C2COM080824010919,08-08-2024,EVA,16,13
MD2B35305RCE49675,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,09-09-2024,13628,Jai Automobiles (13628),CHENNAI,Chennai,Tamil Nadu,South,Org batt,0006052310810133,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810133,#N/A,#N/A,#N/A,16,13
MD2B35305RCE49143,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,23-08-2024,13201,PAGARIYA AUTO CENTRE(13201),CHHATRAPATI SAMBHAJINAGAR,0,Maharashtra,West,12-06-2025,000605232821006D,Refurbished,2,000605232821006D|6052310810143,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,214,10-03-2025,10211,10-03-2025,10211,204,6.05231E+12,0006052310810143,35EVA27ECEVOZ21C2COM080824072604,08-08-2024,EVA,16,13
MD2B3530XRCE49591,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13554,SUPREME AUTO DEALERS PVT LTD (13554),Shimoga,Shimoga,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35301RCE49561,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,26-08-2024,13078,M/s Khivraj Motors(13078),BENGALURU,NULL,Karnataka,South,Org batt,0006052310810148,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810148,#N/A,#N/A,#N/A,16,13
MD2B35302RCE49178,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35305RCE49188,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,23-08-2024,13201,PAGARIYA AUTO CENTRE(13201),CHHATRAPATI SAMBHAJINAGAR,0,Maharashtra,West,Org batt,0006052310810204,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810204,35EVA27ECEVOZ20C2COM080824104230,08-08-2024,EVA,16,13
MD2B35301RCE49186,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,31-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,6.05231E+12,Refurb-No Repl BIN,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,288,23-05-2025,11252,23-05-2025,11252,225,6.05231E+12,6.05231E+12,35EVA27ECEVOZ20C2COM080824102025,08-08-2024,EVA,13,13
MD2B35303RCE49187,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,31-08-2024,13466,BHAAGYODAY MOTORS(13466),Sangli,Sangli,Maharashtra,West,Org batt,0006052310810207,Refurb-No Repl BIN,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,354,28-07-2025,5890,28-07-2025,5890,118,6.05231E+12,0006052310810207,35EVA27ECEVOZ20C2COM080824122450,08-08-2024,EVA,16,13
MD2B35305RCE49174,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,12884C,RAJ MOTORS (12884C),MAHAD,Raigarh(MH),Maharashtra,West,Org batt,0006052310810209,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810209,35EVA27ECEVOZ21C2COM080824105648,08-08-2024,EVA,16,13
MD2B35306RCE49670,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,04-09-2024,13090,AMBA AUTO SALES & SERVICES PVT LTD(13090),BENGALURU,NULL,Karnataka,South,Org batt,0006052310810213,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810213,35EVA27ECEVOZ21C2COM080824105811,08-08-2024,EVA,16,13
MD2B35306RCE49183,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,26-08-2024,13161,SRI VINAYAKA MOBIKES PRIVATE LIMITED(13161),HYDERABAD,Hyderabad,Telangana,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ20C2COM080824120735,08-08-2024,EVA,13,13
MD2B35306RCE49572,00GL429S,CHETAK 2433 PREMIUM,10-08-2024,19-08-2024,13075,SAI SERVICE PRIVATE LTD(13075),Pune,NULL,Maharashtra,West,Org batt,0006052310810217,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810217,#N/A,#N/A,#N/A,16,13
MD2B35301RCE49172,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,25-08-2024,13920,Wasan and Sons (13920),NASHIK,Mumbai,Maharashtra,West,23-06-2025,000605232CD1005B,Refurbished,2,000605232CD1005B|6052310810220,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,295,30-05-2025,6621,30-05-2025,6621,132,6.05231E+12,0006052310810220,#N/A,#N/A,#N/A,16,13
MD2B35304RCE49182,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,30-08-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,0006052310810222,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810222,#N/A,#N/A,#N/A,16,13
MD2B35300RCE49180,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,22-08-2024,13464,KVR AUTOMOBILES PVT LTD(13464),Perinthalmanna,Malapuram,Kerala,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,#N/A,#N/A,#N/A,13,13
MD2B35307RCE49189,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,30-08-2024,13503,PIONEER MOTORS (13503),Trivandrum,Trivandrum,Kerala,South,Org batt,6.05231E+12,Refurb-No Repl BIN,2,0006052317C1041C|6052310810231,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,305,09-06-2025,12000,09-06-2025,12000,240,6.05231E+12,0006052310810231,#N/A,#N/A,#N/A,16,13
MD2B35308RCE49184,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,12-09-2024,13704,Gounder Auto Centre (13704),Namakkal,Salem,Tamil Nadu,South,Org batt,0006052310810234,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310810234,35EVA27ECEVOZ21C2COM080824135901,08-08-2024,EVA,16,13
MD2B35309RCE49257,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,31-08-2024,13555,CRYSTAL TRADELINKS(13555),Margao,South Goa,Goa,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,08-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ21C2COM080824144642,08-08-2024,EVA,13,13
MD2B35309RCE49145,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,28-08-2024,13550,MANDAR MOTORS(13550),Pune,Pune,Maharashtra,West,Org batt,0006052310910083,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310910083,35EVA27ECEV1Z20C2COM080824234038,09-08-2024,EVA,16,13
MD2B35304RCE49666,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,04-09-2024,13582,VKG BAJAJ(13582),Gulbarga,Gulbarga,Karnataka,South,Org batt,0006052310910085,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310910085,35EVA27ECEVOZ21C2COM070824085421,09-08-2024,EVA,16,13
MD2B35307RCE49662,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,29-08-2024,10031C,AKSHAYA AUTO SERVICE(10031C),Tumkur,Tumkur,Karnataka,South,24-12-2024,000605230CF100E0,Refurbished,1,000605230CF100E0,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310910098,35EVA27ECEVOZ20C2COM090824011922,09-08-2024,EVA,16,13
MD2B35306RCE49149,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13472,BIJJARGI BAJAJ(13472),Bijapur,Bijapur,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEVOZ20C2COM080824131651,09-08-2024,EVA,13,13
MD2B35308RCE49170,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,24-08-2024,13199,ARUN AUTOMOBILES(13199),Nagpur,0,Maharashtra,West,Org batt,0006052310910109,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310910109,#N/A,#N/A,#N/A,16,13
MD2B3530XRCE49154,00GL429V,CHETAK 2433 PREMIUM,10-08-2024,29-08-2024,13200,PATNI AUTOMOBILES(13200),Nagpur,0,Maharashtra,West,Org batt,0006052310910203,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,,,,,,0,6.05231E+12,0006052310910203,#N/A,#N/A,#N/A,16,13
MD2B35305RCE49661,00GL429U,CHETAK 2433 PREMIUM,10-08-2024,30-08-2024,13202,SUPREME AUTO DEALERS PVT LTD(13202),Mangalore,0,Karnataka,South,Org batt,6.05231E+12,Pristine,0,,6,3.2 kWh,AMP,MINDA,GL405181_35V,FIX,DTPL,1.10001E+13,09-08-2024,1,Org,,,,,,,0,6.05231E+12,6.05231E+12,35EVA27ECEV1Z20C2COM090824182347,09-08-2024,EVA,13,13
